1000;0.008940
1050;0.006460
1100;0.006580
1150;0.006800
1200;0.014340
1250;0.007580
1300;0.007800
1350;0.008080
1400;0.008480
1450;0.008900
1500;0.008960
1550;0.009040
1600;0.009720
1650;0.010140
1700;0.010740
1750;0.011140
1800;0.011640
1850;0.012160
1900;0.012340
1950;0.012800
2000;0.012660
2050;0.022440
2100;0.013300
2150;0.013700
2200;0.014160
2250;0.014500
2300;0.013180
2350;0.014720
2400;0.018640
2450;0.013200
2500;0.014040
2550;0.014620
2600;0.014920
2650;0.013740
2700;0.020600
2750;0.015000
2800;0.017160
2850;0.018180
2900;0.018520
2950;0.017960
3000;0.019900
3050;0.019840
3100;0.019840
3150;0.020520
3200;0.027540
3250;0.020880
3300;0.021100
3350;0.021440
3400;0.019220
3450;0.022020
3500;0.019800
3550;0.020060
3600;0.018260
3650;0.019460
3700;0.025180
3750;0.017580
3800;0.019100
3850;0.021800
3900;0.023640
3950;0.022300
4000;0.022620
4050;0.023920
4100;0.030100
4150;0.023500
4200;0.021140
4250;0.016620
4300;0.016520
4350;0.019580
4400;0.019880
4450;0.020120
4500;0.025240
4550;0.020560
4600;0.020780
4650;0.021760
4700;0.023180
4750;0.026400
4800;0.026400
4850;0.021940
4900;0.022140
4950;0.025820
5000;0.022740
5050;0.025080
5100;0.027700
5150;0.023600
5200;0.029900
5250;0.025200
5300;0.024060
5350;0.029360
5400;0.024660
5450;0.024080
5500;0.025880
5550;0.026400
5600;0.028140
5650;0.032500
5700;0.041320
5750;0.035640
5800;0.027040
5850;0.031040
5900;0.033200
5950;0.024460
6000;0.027360
6050;0.037720
6100;0.031160
6150;0.027700
6200;0.025440
6250;0.025680
6300;0.031320
6350;0.039600
6400;0.034300
6450;0.033020
6500;0.036700
6550;0.036200
6600;0.033520
6650;0.031420
6700;0.029000
6750;0.040940
6800;0.043920
6850;0.044100
6900;0.056840
6950;0.044520
7000;0.055920
7050;0.041840
7100;0.040340
7150;0.044060
7200;0.046260
7250;0.044440
7300;0.043940
7350;0.049160
7400;0.039320
7450;0.044700
7500;0.040400
7550;0.043220
7600;0.030280
7650;0.027820
7700;0.024820
7750;0.025640
7800;0.030760
7850;0.026760
7900;0.025480
7950;0.025600
8000;0.025800
8050;0.025980
8100;0.026160
8150;0.033680
8200;0.032200
8250;0.032420
8300;0.034180
8350;0.033780
8400;0.031400
8450;0.036200
8500;0.048720
8550;0.046440
8600;0.050060
8650;0.051540
8700;0.051440
8750;0.057780
8800;0.050500
8850;0.047680
8900;0.048460
8950;0.050520
9000;0.050060
9050;0.055260
9100;0.051440
9150;0.056140
9200;0.051900
