80000;0.000981
80050;0.000981
80100;0.000981
80150;0.000981
80200;0.000981
80250;0.000981
80300;0.000981
80350;0.000981
80400;0.000981
80450;0.000981
80500;0.000981
80550;0.000981
80600;0.000981
80650;0.000981
80700;0.000981
80750;0.000981
80800;0.000981
80850;0.000981
80900;0.000981
80950;0.000981
81000;0.000981
81050;0.000981
81100;0.000981
81150;0.000981
81200;0.000981
81250;0.000981
81300;0.000981
81350;0.000981
81400;0.000981
81450;0.000981
81500;0.000981
81550;0.000981
81600;0.000981
81650;0.000981
81700;0.000981
81750;0.000981
81800;0.000981
81850;0.000981
81900;0.000981
81950;0.000981
82000;0.000981
82050;0.000981
82100;0.000981
82150;0.000981
82200;0.000981
82250;0.000981
82300;0.000981
82350;0.000981
82400;0.000981
82450;0.000981
82500;0.000981
82550;0.000981
82600;0.000981
82650;0.000981
82700;0.000981
82750;0.000981
82800;0.000981
82850;0.000981
82900;0.000981
82950;0.000981
83000;0.000981
83050;0.000981
83100;0.000981
83150;0.000981
83200;0.000981
83250;0.000981
83300;0.000981
83350;0.000981
83400;0.000981
83450;0.000981
83500;0.000981
83550;0.000981
83600;0.000981
83650;0.000981
83700;0.000981
83750;0.000981
83800;0.000981
83850;0.000981
83900;0.000981
83950;0.000981
84000;0.000981
84050;0.000981
84100;0.000981
84150;0.000981
84200;0.000981
84250;0.000981
84300;0.000981
84350;0.000981
84400;0.000981
84450;0.000981
84500;0.000981
84550;0.000981
84600;0.000981
84650;0.000981
84700;0.000981
84750;0.000981
84800;0.000981
84850;0.000981
84900;0.000981
84950;0.000981
85000;0.000981
85050;0.000981
85100;0.000981
85150;0.000981
85200;0.000981
85250;0.000981
85300;0.000981
85350;0.000981
85400;0.000981
85450;0.000981
85500;0.000981
85550;0.000981
85600;0.000981
85650;0.000981
85700;0.000981
85750;0.000981
85800;0.000981
85850;0.000981
85900;0.000981
85950;0.000981
86000;0.000981
86050;0.000981
86100;0.000981
86150;0.000981
86200;0.000981
86250;0.000981
86300;0.000981
86350;0.000981
86400;0.000981
86450;0.000981
86500;0.000981
86550;0.000981
86600;0.000981
86650;0.000981
86700;0.000981
86750;0.000981
86800;0.000981
86850;0.000981
86900;0.000981
86950;0.000981
87000;0.000981
87050;0.000981
87100;0.000981
87150;0.000981
87200;0.000981
87250;0.000981
87300;0.000981
87350;0.000981
87400;0.000981
87450;0.000981
87500;0.000981
87550;0.000981
87600;0.000981
87650;0.000981
87700;0.000981
87750;0.000981
87800;0.000981
87850;0.000981
87900;0.000981
87950;0.000981
88000;0.000981
88050;0.000981
88100;0.000981
88150;0.000981
88200;0.000981
88250;0.000981
88300;0.000981
88350;0.000981
88400;0.000981
88450;0.000981
88500;0.000981
88550;0.000981
88600;0.000981
88650;0.000981
88700;0.000981
88750;0.000981
88800;0.000981
88850;0.000981
88900;0.000981
88950;0.000981
89000;0.000981
89050;0.000981
89100;0.000981
89150;0.000981
89200;0.000981
89250;0.000981
89300;0.000981
89350;0.000981
89400;0.000981
89450;0.000981
89500;0.000981
89550;0.000981
89600;0.000981
89650;0.000981
89700;0.000981
89750;0.000981
89800;0.000981
89850;0.000981
89900;0.000981
89950;0.000981
90000;0.000981
90050;0.000981
90100;0.000981
90150;0.000981
90200;0.000981
90250;0.000981
90300;0.000981
90350;0.000981
90400;0.000981
90450;0.000981
90500;0.000981
90550;0.000981
90600;0.000981
90650;0.000981
90700;0.000981
90750;0.000981
90800;0.000981
90850;0.000981
90900;0.000981
90950;0.000981
91000;0.000981
91050;0.000981
91100;0.000981
91150;0.000981
91200;0.000981
91250;0.000981
91300;0.000981
91350;0.000981
91400;0.000981
91450;0.000981
91500;0.000981
91550;0.000981
91600;0.000981
91650;0.000981
91700;0.000981
